name,price,customer_ratings,category,image
"Dell Latitude 5550 15 15.6"" FHD Business AI Laptop Computer, Intel Ultra 5 135U (Beat i7-1355U), 64GB DDR5 RAM, 1TB SSD, WiFi 6, Bluetooth 5.3, Backlit Keyboard, Fingerprint Reader, Windows 11 Pro","$1,199..00",4.6 out of 5 stars,laptops,https://m.media-amazon.com/images/I/81AO+92feeL._AC_SX148_SY213_QL70_.jpg
"Dell Latitude 3550 Laptop Computer for Business Work, Intel 10-Core i5-1335U (Beat i7-1255U), 16GB DDR5 RAM, 512GB PCIe SSD, 15.6"" FHD, WiFi 6E, Bluetooth 5.3, FHD Camera, USB4 Type-C, Windows 11 Pro",$769..00,4.6 out of 5 stars,laptops,https://m.media-amazon.com/images/I/81OSVN7tgRL._AC_SX148_SY213_QL70_.jpg
"HP 17 Laptop, 17.3"" FHD Display, 32GB RAM, 1TB SSD, AMD Ryzen 5 Processor(Beats i7-1165G7, Up to 4.3GHz), Webcam, Numeric Keypad, Long Battery Life, Windows 11 Home, Alpacatec Accessories, Silver",$519..00,4.0 out of 5 stars,laptops,https://m.media-amazon.com/images/I/71v+60IGI6L._AC_SX148_SY213_QL70_.jpg
"Dell Inspiron 15.6"" Laptop Computer, Windows 11 Pro Laptop 32GB RAM 1TB SSD, Intel Core i7-1255U Processor, 1920 x 1080 IPS 120Hz Display, Microsoft Office Lifetime License, Numeric Keypad, Black",$660..00,4.1 out of 5 stars,laptops,https://m.media-amazon.com/images/I/613fkzXfcQL._AC_SX148_SY213_QL70_.jpg
"HP 17 Laptop, 17.3"" HD+ Touchscreen Display, 12th Gen Intel Core i7-1255U, 64GB RAM, 2TB SSD, Webcam, HDMI, SuperSpeed USB Ports, Wi-Fi 6, Windows 11 Home, Silver",$842..00,4.2 out of 5 stars,laptops,https://m.media-amazon.com/images/I/71CGrFl8cjL._AC_SX148_SY213_QL70_.jpg
"HP Victus 15.6 i5 Gaming Laptop, 15.6"" FHD 1920*1080 144Hz, Intel Core i5-12450H, NVIDIA GeForce RTX 3050, 32GB RAM, 1TB SSD, Backlit KB, Touchpad, SD Card Reader, Webcam, HDMI, Wi-Fi 6, W11 H, Blue",$637..00,4.3 out of 5 stars,laptops,https://m.media-amazon.com/images/I/71DHV9GZSOL._AC_SX148_SY213_QL70_.jpg
"HP 15.6"" Portable Laptop (Include 1 Year Microsoft 365), HD Display, Intel Quad-Core N200 Processor, 16GB RAM, 128GB Storage, Wi-Fi 5, Webcam, HDMI, Numeric Keypad, Windows 11 Home, Red",$324..99,4.3 out of 5 stars,laptops,https://m.media-amazon.com/images/I/71pTP-ll4sL._AC_SX148_SY213_QL70_.jpg
"Lenovo ThinkBook 16 G7 16"" FHD+ Business Laptop Computer, Intel 16-Core Ultra 7 155H (Beat i7-13705H), Arc Graphics, 64GB DDR5 RAM, 2TB PCIe SSD, WiFi 6E, Backlit Keyboard, Windows 11 Pro, AZ-XUT","$1,149..00",4.5 out of 5 stars,laptops,https://m.media-amazon.com/images/I/71inR-6fxEL._AC_SX148_SY213_QL70_.jpg
"Lenovo 2024 IdeaPad 1 Gen 7 Laptop, 15.6"" FHD Touchscreen, Intel Core i3-1215U, 16GB RAM, 1TB SSD, SD Card Reader, HDMI, Webcam, Wi-Fi 6, Windows 11 Home, Grey",$394..99,4.4 out of 5 stars,laptops,https://m.media-amazon.com/images/I/618D46krKZL._AC_SX148_SY213_QL70_.jpg
170W Charger for Lenovo Thinkpad AC Adapter 45N0370 45N0373 45N0374 45N0375 45N0487 ADL170NLC2A ADL170NLC3A 4X20E50574 36200321 PA-1171-71 W540 W550s E440 Lenovo Thinkpad Laptop Charger 20v 8.5a,$35..99,4.3 out of 5 stars,laptops,https://m.media-amazon.com/images/I/71FA04XWeRL._AC_SX148_SY213_QL70_.jpg
"Dell Latitude 3550 Business Laptop Computer 15.6"" FHD, Intel 12-Core Ultra 7 155U (Beat i7-1355U), 64GB DDR5 RAM, 2TB PCIe SSD, WiFi 6, BT 5.3, Backlit Keyboard, Fingerprint Reader, Windows 11 Pro","$1,229..00",4.3 out of 5 stars,laptops,https://m.media-amazon.com/images/I/81d6mClnJeL._AC_SX148_SY213_QL70_.jpg
"3-in-1 Charging Station, 2X Faster 15W Wireless Charging Station for iPhone 16/15/14/13/12, for Apple Watch, AirPods, Magnetic Wireless Charger with Sleep Friendly Light (Black)",$17..99,4.5 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/61cpuAm43-L._AC_SX148_SY213_QL70_.jpg
Magnetic Wireless Charger Fast Apple Mag-Safe Charger for iPhone 16 Pro Max/16 Pro/iPhone 15Pro Max/15 Plus/14/13/12/AirPods 3/2/Pro/Pro 2 Magnet Charging Pad Mag Safe Chargerwith Dual Charging Ports,$31..99,4.5 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/51ekj9LjqpL._AC_SX148_SY213_QL70_.jpg
MagSafe Charger 2 Pack 15W Magnetic Wireless Charger Fast Charging Pad Compatible with iPhone 16/15/14/13/12 Series & AirPods 3/2/Pro Magnetic MagSafe Charging Pad with Dual Ports,$13..98,4.4 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/615E2JtQuEL._AC_SX148_SY213_QL70_.jpg
"Wireless Charger, 15W Max Fast Wireless Charging Pad 2-Pack Compatible with iPhone16/16Plus/16Pro /16ProMax/iPhone15/15Pro/15Plus/14/13/12/Samsung S24 /S24Ultra/S23Ultra/S22/S21,AirPods Pro 2",$16..99,4.0 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/713Zmnd3k7L._AC_SX148_SY213_QL70_.jpg
"INIU Wireless Charger, 15W Fast Qi Certified Wireless Charging Station with Sleep-Friendly Adaptive Light Compatible with iPhone 16 15 14 13 Pro XS 8 Plus Samsung Galaxy S25 S24 S23 Note 20 Google etc",$12..98,4.3 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/71B+4V5YhnL._AC_SX148_SY213_QL70_.jpg
"3-in-1 Wireless Charger Charging Station for iPhone, Qi2 Certified 15W Fast Charging Foldable Magnetic Charger Stand with 30W USB C Adapter for MagSafe iPhone 16/15/14/13/12, Apple Watch, AirPods",$31..96,4.8 out of 5 stars,wireless chargers,"https://m.media-amazon.com/images/I/61LeqwxsECL._AC_SR263,263_QL70_.jpg"
"3-in-1 Wireless Charger Charging Station for iPhone, Qi2 Certified 15W Fast Charging Foldable Magnetic Charger Stand with 30W USB C Adapter for MagSafe iPhone 16/15/14/13/12, Apple Watch, AirPods",$31..96,4.8 out of 5 stars,wireless chargers,"https://m.media-amazon.com/images/I/61LeqwxsECL._AC_SR263,263_QL70_.jpg"
Wireless Charger for iPhone - 5 in 1 Charging Station for Multiple Devices Apple: Fast Wireless Charging Stand Dock for iPhone 16e 16 15 14 13 12 Pro Max Apple Watch Airpods,$25..49,4.4 out of 5 stars,wireless chargers,"https://m.media-amazon.com/images/I/716VhmLBRcL._AC_SR263,263_QL70_.jpg"
"Magnetic Wireless Charger for iPhone 16 15 14 13 12 Series/AirPods 3/2/Pro 2/Pro - with 20W Power Adapter, 15W Wireless Mag-Safe Charging Pad and 6 FT USB-C to C Cable",$9..99,4.4 out of 5 stars,wireless chargers,"https://m.media-amazon.com/images/I/51GtCQ6qgAL._AC_SR500,500_QL65_.jpg"
"Amazon Basics 10W Qi Certified Wireless Charging Stand, for Phone 16/15/14/13/12/11/X, Samsung, and More, with USB Cable (No AC Adapter), Black",$14..99,4.2 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/71FkDvgbuHL._AC_SX148_SY213_QL70_.jpg
"Yootech Wireless Charger,10W Max Fast Wireless Charging Pad Compatible with iPhone 16e/16/16 Plus/16 Pro Max/15/14/13/SE 2022/12/11/X/8,Samsung Galaxy S22/S21/S20,for AirPods Pro 2(No AC Adapter)",$12..99,4.3 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/61oIAKY9s1L._AC_SX148_SY213_QL70_.jpg
"3 in 1 Charging Station for iPhone, Wireless Charger for iPhone 16e 16 15 14 13 12 11 X Pro Max & Apple Watch - Wireless Charging Station for AirPods 4 3 Pro",$17..99,4.3 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/61VwfUI+-eL._AC_SX148_SY213_QL70_.jpg
"Magnetic Wireless Charger for iPhone: Compatible with Magsafe Charger iPhone 16 15 14 13 12 Series & Airpods 4 3 2 Pro - Fast 15W Max Charging Pad Strong Magnet, Dual USB-C/A Ports-Home Office Travel",$14..38,4.4 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/61zQlXWdpYL._AC_SX148_SY213_QL70_.jpg
"TOZO 2025 Upgraded Wireless Charger 15W Max Fast Wireless Charging Pad Compatible with iPhone 16/16 Plus/16 Pro Max /15/14/13/SE/12 Series, Samsung Galaxy S24/S23/S22 Series (No AC Adapter), Black",$12..99,4.2 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/5150+0n3RYL._AC_SX148_SY213_QL70_.jpg
"2 in 1 Wireless Charger, 15W Dual Wireless Charging Pad for iPhone 15/15 Pro/14/14 Pro/13/13 Pro/12/12 Pro/11/X, Samsung S23/S22/S21, Airpods 3/2/Pro, iWatch 8/7/6/SE/5/4/3/2(with QC 3.0 Adapter)",$32..99,4.1 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/519iaXq+n7L._AC_SX148_SY213_QL70_.jpg
"TOZO 2025 Upgraded Wireless Charger 15W Max Fast Wireless Charging Pad Compatible with iPhone 16/16 Plus/16 Pro Max /15/14/13/SE/12 Series, Samsung Galaxy S24/S23/S22 Series (No AC Adapter), Black",$12..99,4.2 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/5150+0n3RYL._AC_SX148_SY213_QL70_.jpg
Magnetic Wireless Charger Fast Apple Mag-Safe Charger for iPhone 16 Pro Max/16 Pro/iPhone 15Pro Max/15 Plus/14/13/12/AirPods 3/2/Pro/Pro 2 Magnet Charging Pad Mag Safe Chargerwith Dual Charging Ports,$31..99,4.5 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/51ekj9LjqpL._AC_SX148_SY213_QL70_.jpg
"Upgraded 3 in 1 Wireless Charger, Nano Magnetic iPhone Charging Station for Apple Devices, Fast Mag Safe Charging Pad for iPhone 16/15/14/13/12 Series & AirPods Pro & Apple Watch Series, Black",$51..29,3.8 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/71CPfawJ3jL._AC_SX148_SY213_QL70_.jpg
Magnetic Wireless Charger 15W Mag Safe Charger-Fast Charging Pad Compatible with iPhone16/15/14/13/12 Series & Airpods 2 3 Pro-LED Mag-Safe Pad with Dual Charging Ports Original Replacement（White）,$9..99,4.5 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/51mveLln0LL._AC_SX148_SY213_QL70_.jpg
"Fast Wireless Charger, [2 Pack] NANAMI Qi Certified Wireless Charging Stand Compatible iPhone 16/16 Pro/16 Pro Max/15/14/13/12/11 Pro, Phone Charger for Galaxy S25/S24/S23/S22/S21 and Qi-Enabled Phone",$27..18,4.4 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/61uaWnQdRhL._AC_SX148_SY213_QL70_.jpg
"Yootech Wireless Charger,10W Max Fast Wireless Charging Pad Compatible with iPhone 16e/16/16 Plus/16 Pro Max/15/14/13/SE 2022/12/11/X/8,Samsung Galaxy S22/S21/S20,for AirPods Pro 2(No AC Adapter)",$12..99,4.3 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/61oIAKY9s1L._AC_SX148_SY213_QL70_.jpg
"RYND 2025 Wireless Charger for iPhone Charging Station,3 in 1 Fast Max Charging for iPhone 16 15 14 13 12 Pro Max Plus,Charger Stand for Apple Watch Series & Air pods 4 3 2 Pro,Android Samsung Series",$15..29,4.6 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/61aoLSrPlgL._AC_SX148_SY213_QL70_.jpg
"Fast Wireless Charger, NANAMI 15W Qi Certified Wireless Charging Stand Compatible iPhone 16/15/15 Pro/15 Plus/15 Pro Max/14/14 Pro/13/12, for Samsung Galaxy S25/S24/S23/S22/S21 and Qi-Enabled Phone",$14..43,4.3 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/61Hi64YAETL._AC_SX148_SY213_QL70_.jpg
"Wireless Charger for Samsung - NANAMI 3 in 1 Charging Station for Multiple Devices, Fast Charger Stand for Galaxy S25 S24 S23 Ultra S22 S21 Z Flip Fold 4,Galaxy Watch 6/5/5 Pro/4/3, Galaxy Buds 2 Pro",$29..99,4.3 out of 5 stars,wireless chargers,"https://m.media-amazon.com/images/I/61nx9L7-RTL._AC_SR263,263_QL70_.jpg"
"Wireless Charger for Samsung - NANAMI 3 in 1 Charging Station for Multiple Devices, Fast Charger Stand for Galaxy S25 S24 S23 Ultra S22 S21 Z Flip Fold 4,Galaxy Watch 6/5/5 Pro/4/3, Galaxy Buds 2 Pro",$29..99,4.3 out of 5 stars,wireless chargers,"https://m.media-amazon.com/images/I/61nx9L7-RTL._AC_SR263,263_QL70_.jpg"
"NANAMI Fast Wireless Charger with USB Phone Charger, Qi Certified Charging Stand with 20W PD Adapter for iPhone 16/16 Plus/16 Pro/16 Pro Max/15/14/13/12,10W for Samsung Galaxy S25/S24/S23/S22/S21",$22..09,4.5 out of 5 stars,wireless chargers,"https://m.media-amazon.com/images/I/6131+2kkQkL._AC_SR263,263_QL70_.jpg"
"for Apple Mag-Safe Charger 2 Pack, Magnetic Wireless Charger for iPhone 16 15 14 13 12 Pro Max Plus mini, 15W Fast Charging Pad, for Airpods 4/3/2/Pro, Strong Magnet, Silver",$14..99,4.5 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/61usv0HHb-L._AC_SX148_SY213_QL70_.jpg
"Anker 313 Wireless Charger (Pad), Qi-Certified, 10W Max Fast Charging for Samsung, Compatible with iPhone 16 Plus/15 Plus/14 Plus/12, AirPods (No AC Adapter, Not MagSafe Magnetic Charging Compatible)",$14..99,4.3 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/614+4XNwpML._AC_SX148_SY213_QL70_.jpg
"2 in 1 Wireless Charger, 15W Dual Wireless Charging Pad for iPhone 15/15 Pro/14/14 Pro/13/13 Pro/12/12 Pro/11/X, Samsung S23/S22/S21, Airpods 3/2/Pro, iWatch 8/7/6/SE/5/4/3/2(with QC 3.0 Adapter)",$32..99,4.1 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/519iaXq+n7L._AC_SX148_SY213_QL70_.jpg
"Yootech [2 Pack] Wireless Charger,10W Max Fast Wireless Charging Pad Compatible with iPhone 16e/16/16 Plus/16 Pro Max/15/14/13/SE 2022/12/11/X/8,Samsung Galaxy S23/S22,for AirPods Pro 2(No AC Adapter)",$23..99,4.4 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/51XpBh7FuKL._AC_SX148_SY213_QL70_.jpg
"Wireless Charger [2 Pack],15W Fast Wireless Charging Stand,Wireless Charger Compatible with iPhone 15/15 Plus/15 Pro Max/14/13/12 /11Pro Max/XR/XS/X/8 Plus,Galaxy S23/S22/S21/S20 Note 20/10,Google,etc",$19..99,4.1 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/611YrTGJRPL._AC_SX148_SY213_QL70_.jpg
"Amazon Basics 15W Qi Certified Wireless Phone Charger Pad, Fast Charging Pad for iPhone 16/15/14/13/12/11/X, Samsung and More, with USB Cable, Black",$12..99,4.2 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/71TMu7okwGL._AC_SX148_SY213_QL70_.jpg
"Magnetic Wireless Charger for iPhone 16 15 14 13 12 Series/AirPods 3/2/Pro 2/Pro - with 20W Power Adapter, 15W Wireless Mag-Safe Charging Pad and 6 FT USB-C to C Cable",$9..99,4.4 out of 5 stars,wireless chargers,"https://m.media-amazon.com/images/I/51GtCQ6qgAL._AC_SR500,500_QL65_.jpg"
"2 in 1 Wireless Charger, 15W Dual Wireless Charging Pad for iPhone 15/15 Pro/14/14 Pro/13/13 Pro/12/12 Pro/11/X, Samsung S23/S22/S21, Airpods 3/2/Pro, iWatch 8/7/6/SE/5/4/3/2(with QC 3.0 Adapter)",$32..99,4.1 out of 5 stars,wireless chargers,"https://m.media-amazon.com/images/I/519iaXq+n7L._AC_SR263,263_QL70_.jpg"
"2 in 1 Wireless Charger, 15W Dual Wireless Charging Pad for iPhone 15/15 Pro/14/14 Pro/13/13 Pro/12/12 Pro/11/X, Samsung S23/S22/S21, Airpods 3/2/Pro, iWatch 8/7/6/SE/5/4/3/2(with QC 3.0 Adapter)",$32..99,4.1 out of 5 stars,wireless chargers,"https://m.media-amazon.com/images/I/519iaXq+n7L._AC_SR263,263_QL70_.jpg"
"Dual Phone Charger, SwanScout 710A, Wireless Charger for iPhone 16/15/14/13/12/11/8/X Series, for Apple Watch 10/9/8/7/6, Ultra 2/Ultra, for AirPods 4/Pro 2/Pro/3",$45..99,4.3 out of 5 stars,wireless chargers,"https://m.media-amazon.com/images/I/71GWpayCbtL._AC_SR263,263_QL70_.jpg"
"Samsung Electronics Wireless Charger Trio, Qi Compatible - Charge up to 3 Devices at Once - for Galaxy Phones, Buds, Watches, and Apple iPhone Devices, Black (US Version)",$47..96,4.5 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/61Y3-c3vR6L._AC_SX148_SY213_QL70_.jpg
"Wireless Charger Samsung Fast Charging Pad for Samsung Galaxy S25 Ultra/S24 FE/S23 Ultra/S22/S21/Z Flip 6 5,15W Wireless Charging Station Charger Mat and QC Adapter for Google Pixel 9 8a 7a 8 7 Pro",,4.2 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/61jj23Nv75L._AC_SX148_SY213_QL70_.jpg
"Belkin MagSafe Charger, 3-in-1 Wireless Charging Stand, 2ND GEN, 33% Faster for Apple Watch, iPhone 16, iPhone 15, iPhone 14 Series, AirPods - MagSafe Charging Station for Multiple Devices - White",$106..90,4.4 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/618ChHQJhoL._AC_SX148_SY213_QL70_.jpg
Magnetic Wireless Charger 15W Fast Mag Safe Charger for Cell Phone 16 Pro Max/16 Pro/16 Plus/16/15/14/13/12 Series 2 Pack Charging Pad for AirPods 3/2/Pro 2/Pro Mag-Safe Original Replacement,$14..24,4.5 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/618KZjy4o5L._AC_SX148_SY213_QL70_.jpg
"Wireless Charger for MagSafe, AC Island 5-in-1 Portable Travel Charging Station, 15W Max Fast Foldable Magnetic Stand, Evolved for iPhone 16/15/14/13 Series, Apple Watch, AirPods (with 35W Adapter)",$65..97,4.6 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/710KYL+3n6L._AC_SX148_SY213_QL70_.jpg
"3-in-1 Charging Station, 2X Faster 15W Wireless Charging Station for iPhone 16/15/14/13/12, for Apple Watch, AirPods, Magnetic Wireless Charger with Sleep Friendly Light (Black)",$17..99,4.5 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/61cpuAm43-L._AC_SX148_SY213_QL70_.jpg
"Wireless Charger Compatible with iPhone 16 15 14 13 12 11 Pro Max/Mini/Plus/XR/X/8, 15W Max Fast Wireless Charging Pad Mat for Samsung Galaxy S23/S22/S21/S20/S10, Galaxy Buds",$9..09,4.1 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/612SAVqKSnL._AC_SX148_SY213_QL70_.jpg
"3 in 1 Wireless Charging Station for Apple MagSafe Charger, 15W Fast Qi-Certified Magnetic Mag-Safe Charger Stand for iPhone 16 15 14 13 12 Apple Watch AirPods, Adjustable Angle,Gifts for Men",$25..64,4.2 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/71lRLlgOgVL._AC_SX148_SY213_QL70_.jpg
Wireless Charger for iPhone - 5 in 1 Charging Station for Multiple Devices Apple: Fast Wireless Charging Stand Dock for iPhone 16e 16 15 14 13 12 Pro Max Apple Watch Airpods,$25..49,4.4 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/716VhmLBRcL._AC_SX148_SY213_QL70_.jpg
Charging Station for Apple Multiple Devices - 3 in 1 Foldable Magnetic Wireless Charger Dock - Travel Charging Pad for iPhone 16 15 14 13 12 Pro Max Plus Watch & Airpods,$29..99,4.3 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/41SmUWgXz9L._AC_SX148_SY213_QL70_.jpg
"Yootech [2 Pack] Wireless Charger,10W Max Wireless Charging Stand,Compatible with iPhone 16e/16/16 Plus/16 Pro Max/15/14/13/SE 2022/12/11/X/8,Galaxy S22/S21/S20/S10(No AC Adapter)",$26..99,4.5 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/51JTay38u2L._AC_SX148_SY213_QL70_.jpg
"Fast Wireless Charger,20W Max Wireless Charging Pad Compatible with iPhone 16/16 Pro/15/14/13/12/SE/11/XS Max/XR,AirPods;FDGAO Wireless Charge Mat for Samsung Galaxy S25/S24/Note,Pixel/LG G8",$12..99,3.9 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/51YD0CM1PnL._AC_SX148_SY213_QL70_.jpg
"Samsung 15W Wireless Charger Single, Cordless Super Fast Charging Pad for Galaxy Phones and Devices, Compact Design, LED Indicator, USB C Cable Included, 2022, US Version, Grey",$41..99,4.3 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/51w1ScBsg1L._AC_SX148_SY213_QL70_.jpg
"TOZO 2025 Upgraded Wireless Charger 15W Max Fast Wireless Charging Pad Compatible with iPhone 16/16 Plus/16 Pro Max /15/14/13/SE/12 Series, Samsung Galaxy S24/S23/S22 Series (No AC Adapter), Black",$12..99,4.2 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/5150+0n3RYL._AC_SX148_SY213_QL70_.jpg
"Yootech Wireless Charger,10W Max Fast Wireless Charging Pad Compatible with iPhone 16e/16/16 Plus/16 Pro Max/15/14/13/SE 2022/12/11/X/8,Samsung Galaxy S22/S21/S20,for AirPods Pro 2(No AC Adapter)",$12..99,4.3 out of 5 stars,wireless chargers,https://m.media-amazon.com/images/I/61oIAKY9s1L._AC_SX148_SY213_QL70_.jpg
"ZEEHOO 3 in 1 Charging Station for Apple, iPhone Mag-Safe Charger, Qi2 Certified, Rotating Wireless Charger Stand for iPhone 16,15,14,13,12 Series, Apple Watch, AirPods (USB-C Charger Included)",$56..99,4.4 out of 5 stars,wireless chargers,"https://m.media-amazon.com/images/I/81jRrVW4YTL._AC_SR500,500_QL65_.jpg"
"SAMSUNG Galaxy A16 5G A Series Cell Phone, Unlocked Android Smartphone, Large AMOLED Display, Durable Design, Super Fast Charging, Expandable Storage, US Version, 2025, Blue Black",$176..00,4.2 out of 5 stars,smartphones,https://m.media-amazon.com/images/I/71KGkQ+KOKL._AC_SX148_SY213_QL70_.jpg
Tracfone | Motorola Moto g Play 2024 | Locked | 64GB | 5000mAh Battery | 50MP Quad Pixel Camera | 6.5-in. HD+ 90Hz Display | Sapphire Blue,$39..88,4.3 out of 5 stars,smartphones,https://m.media-amazon.com/images/I/71CxUvG46rL._AC_SX148_SY213_QL70_.jpg
"SAMSUNG Galaxy S25 Ultra Cell Phone, 512GB,AI Smartphone, Unlocked Android, AI Camera, Fast Processor, Long Battery Life, 2025, US 1 Yr Manufacturer Warranty, Titanium Silverblue",,4.5 out of 5 stars,smartphones,https://m.media-amazon.com/images/I/71yUVEekQWL._AC_SX148_SY213_QL70_.jpg
"Google Pixel 9 - Unlocked Android Smartphone with Gemini, 24-Hour Battery, Advanced Camera, and 6.3"" Actua Display - Obsidian - 128 GB",$649..74,4.6 out of 5 stars,smartphones,https://m.media-amazon.com/images/I/61fh21u3DJL._AC_SX148_SY213_QL70_.jpg
"SAMSUNG Galaxy S24 FE AI Phone, 128GB Unlocked Android Smartphone, High-Res 50MP Camera, Long Battery Life, Brighter Display Screen, US Version, 2024, US 1 Yr Manufacturer Warranty, Graphite",$649..99,4.5 out of 5 stars,smartphones,https://m.media-amazon.com/images/I/41U3tn6QAQL._AC_SX148_SY213_QL70_.jpg
"A14ProMax Unlocked Android Smartphone 6GB+256GB, 6.8"" HD+ Display, 50MP+24MP Dual Camera, 6800mAh Battery, 5G Dual SIM, 128GB Expandable (Gold)",$109..99,2.4 out of 5 stars,smartphones,https://m.media-amazon.com/images/I/71gHDDE9CWL._AC_SX148_SY213_QL70_.jpg
"SAMSUNG Galaxy A36 5G A Series Cell Phone, 128GB Unlocked Android Smartphone, AMOLED Display, Rugged Design, US Version, 2025, US 1 Yr Manufacturer Warranty, Awesome Lavender",$380..59,4.5 out of 5 stars,smartphones,https://m.media-amazon.com/images/I/612jJWCgFcL._AC_SX148_SY213_QL70_.jpg
"I16 ProMax Smartphone New Upgrade 16GB+1TB/6.99"" Display 68+108MP Zoom Camera,Tempered Glass Finish, 7000mAh Android 14 Smartphone (Deep Purple)",$199..99,4.0 out of 5 stars,smartphones,https://m.media-amazon.com/images/I/61UPtVTl6VL._AC_SX148_SY213_QL70_.jpg
BLU G44 | 2024 | All-Day Battery | Unlocked | 6.8” HD+ Infinity Display | 64GB | Triple 13MP Camera | US Warranty| Blue,$69..99,3.7 out of 5 stars,smartphones,https://m.media-amazon.com/images/I/81DVyBtY9UL._AC_SX148_SY213_QL70_.jpg
Motorola G85 5G 12GB 256GB | pOLED 120 Hz | 50MP | 5000mah Battery Unlocked Phone (International Version) - Urban Grey,$249..50,4.3 out of 5 stars,smartphones,https://m.media-amazon.com/images/I/71IZFZGzOzL._AC_SX148_SY213_QL70_.jpg
Moto G Stylus 5G | 2024 | Unlocked | Made for US 8/256GB | 50MP Camera | Caramel Latte,$299..99,4.6 out of 5 stars,smartphones,https://m.media-amazon.com/images/I/61LE9-6KxdL._AC_SX148_SY213_QL70_.jpg
"SAMSUNG Galaxy A16 5G (SM-A166M/DS), 256GB 8GB RAM, Dual SIM, Factory Unlocked GSM, International Version (25W Power Adapter Bundle) - (Light Green)",$193..70,3.9 out of 5 stars,smartphones,https://m.media-amazon.com/images/I/61lLuNuti0L._AC_SX148_SY213_QL70_.jpg
Samsung Galaxy A15 A155M 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Blue Black,$169..50,4.3 out of 5 stars,smartphones,https://m.media-amazon.com/images/I/61EfjKZVNWL._AC_SX148_SY213_QL70_.jpg
Bold K50 | 5G| 2024 | 3-Day Battery | Unlocked | 6.7” FHD+ 3D AMOLED | 256/8GB | Triple 64MP Camera | US Version | US Warranty | Purple,$199..99,4.1 out of 5 stars,smartphones,https://m.media-amazon.com/images/I/71KIwlL2QmL._AC_SX148_SY213_QL70_.jpg
"Mini Phone World's Smallest 3.0"" HD Touch Screen Mini Smartphone Unlocked Android Compact Mobile Phone for Kids &Students Cell Phone wih Quad-Core Dual SLM Face lD2GB+16GB Blue",$49..99,3.7 out of 5 stars,smartphones,https://m.media-amazon.com/images/I/61VLL+hnNGL._AC_SX148_SY213_QL70_.jpg
Nokia C2 2E | Android 11 (Go Edition) | Unlocked Smartphone | All Day Battery | 2/32GB | 5.7-Inch Screen | International Version | Blue,,3.3 out of 5 stars,smartphones,https://m.media-amazon.com/images/I/71PGVVHz08L._AC_SX148_SY213_QL70_.jpg
Moto G Play | 2024 | Unlocked | Made for US 4/64GB | 50MP Camera | Sapphire Blue,$125..00,4.0 out of 5 stars,smartphones,https://m.media-amazon.com/images/I/61xk4XNRktL._AC_SX148_SY213_QL70_.jpg
"Google Pixel 8a - Unlocked Android Phone with Google AI, Advanced Pixel Camera and 24-Hour Battery - Obsidian - 128 GB",$487..00,4.3 out of 5 stars,smartphones,https://m.media-amazon.com/images/I/71n1Bn04lJL._AC_SX148_SY213_QL70_.jpg
